tree_id,legal_status,species,address,site_order,site_info,plant_type,care_taker,care_assistant,plant_date,dbh,plot_size,permit_notes,x_coordinate,y_coordinate,latitude,longitude,location
44583,Permitted Site,Tree(s) ::,,147,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
36629,Permitted Site,Tree(s) ::,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-20 12:00:00.000000 UTC,,,Permit Number 39461,,,,,
46140,Permitted Site,Tree(s) ::,,2,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-27 12:00:00.000000 UTC,,,Permit Number 44490,,,,,
45971,Permitted Site,Tree(s) ::,,161,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48488,Permitted Site,Tree(s) ::,,5,Sidewalk: Curb side : Cutout,Tree,Private,,,,,Permit Number 45832,,,,,
44851,Permitted Site,Tree(s) ::,,38,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
44671,Permitted Site,Tree(s) ::,,53,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48216,Permitted Site,Tree(s) ::,,190,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44588,Permitted Site,Tree(s) ::,,116,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
36637,Permitted Site,Robinia x ambigua :: Locust,,17,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-20 12:00:00.000000 UTC,,,Permit Number 39461,,,,,
45907,Permitted Site,Tree(s) ::,,62,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45844,Permitted Site,Tree(s) ::,,82,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
34117,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-05 12:00:00.000000 UTC,,,Permit Number 37979,,,,,
44839,Permitted Site,Tree(s) ::,,13,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45965,Permitted Site,Tree(s) ::,,158,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
46021,Permitted Site,Tree(s) ::,,216,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44548,Permitted Site,Tree(s) ::,,6,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
35694,Permitted Site,Liriodendron tulipifera :: Tulip Tree,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-04-10 12:00:00.000000 UTC,,,Permit Number 38993,,,,,
44996,Permitted Site,Tree(s) ::,,108,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
46001,Permitted Site,Tree(s) ::,,169,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
46002,Permitted Site,Tree(s) ::,,138,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44982,Permitted Site,Tree(s) ::,,54,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45884,Permitted Site,Tree(s) ::,,9,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45894,Permitted Site,Tree(s) ::,,14,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48101,Permitted Site,Tree(s) ::,,210,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44941,Permitted Site,Tree(s) ::,,174,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48292,Permitted Site,Tree(s) ::,,102,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44908,Permitted Site,Tree(s) ::,,164,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48276,Permitted Site,Tree(s) ::,,86,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44635,Permitted Site,Tree(s) ::,,163,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
39903,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,,1,Sidewalk: Curb side : Cutout,Tree,Private,,2002-01-03 12:00:00.000000 UTC,,,Permit Number 41185,,,,,
48267,Permitted Site,Tree(s) ::,,131,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46285,Permitted Site,Ulmus parvifolia :: Chinese Elm,,2,Sidewalk: Curb side : Cutout,Tree,Private,,2002-01-31 12:00:00.000000 UTC,,,Permit Number 44564,,,,,
46150,Permitted Site,Lophostemon confertus :: Brisbane Box,,2,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-27 12:00:00.000000 UTC,,,Permit Number 44491,,,,,
48487,Permitted Site,Tree(s) ::,,4,Sidewalk: Curb side : Cutout,Tree,Private,,,,,Permit Number 45832,,,,,
44693,Permitted Site,Tree(s) ::,,103,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
40088,Permitted Site,Prunus spp :: Cherry,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1999-03-09 12:00:00.000000 UTC,,,Permit Number 41311,,,,,
48109,Permitted Site,Tree(s) ::,,282,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
30354,Permitted Site,Corymbia ficifolia :: Red Flowering Gum,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1956-02-17 12:00:00.000000 UTC,,,Permit Number 43,,,,,
46062,Permitted Site,Tree(s) ::,,104,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45860,Permitted Site,Tree(s) ::,,98,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
46042,Permitted Site,Tree(s) ::,,107,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
36858,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,3,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
44707,Permitted Site,Tree(s) ::,,91,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
45855,Permitted Site,Tree(s) ::,,79,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45992,Permitted Site,Tree(s) ::,,139,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44921,Permitted Site,Tree(s) ::,,194,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
66183,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1990-09-06 12:00:00.000000 UTC,,,Permit Number 29260,,,,,
48147,Permitted Site,Tree(s) ::,,257,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
34248,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-08 12:00:00.000000 UTC,,,Permit Number 38058,,,,,
48127,Permitted Site,Tree(s) ::,,295,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46713,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,5,Sidewalk: Curb side : Cutout,Tree,Private,,2002-04-24 12:00:00.000000 UTC,,,Permit Number 44843,,,,,
36844,Permitted Site,Pittosporum undulatum :: Victorian Box,,8,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
45892,Permitted Site,Tree(s) ::,,12,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45025,Permitted Site,Tree(s) ::,,98,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
66171,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1990-09-05 12:00:00.000000 UTC,,,Permit Number 29243,,,,,
48214,Permitted Site,Tree(s) ::,,27,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46059,Permitted Site,Tree(s) ::,,101,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
36835,Permitted Site,Melaleuca linariifolia :: Flaxleaf Paperbark,,6,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
48277,Permitted Site,Tree(s) ::,,87,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
45009,Permitted Site,Tree(s) ::,,121,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
60818,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1983-03-28 12:00:00.000000 UTC,,,Permit Number 20496,,,,,
45987,Permitted Site,Tree(s) ::,,113,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48303,Permitted Site,Tree(s) ::,,169,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44643,Permitted Site,Tree(s) ::,,61,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48302,Permitted Site,Tree(s) ::,,168,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
35182,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,7,Sidewalk: Curb side : Cutout,Tree,Private,,1998-02-10 12:00:00.000000 UTC,,,Permit Number 38712,,,,,
44614,Permitted Site,Tree(s) ::,,178,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48264,Permitted Site,Tree(s) ::,,128,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
38803,Permitted Site,Lophostemon confertus :: Brisbane Box,,3,Sidewalk: Curb side : Cutout,Tree,Private,,1998-10-23 12:00:00.000000 UTC,,,Permit Number 40645,,,,,
44557,Permitted Site,Tree(s) ::,,18,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
44601,Permitted Site,Tree(s) ::,,129,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
44864,Permitted Site,Tree(s) ::,,30,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45991,Permitted Site,Tree(s) ::,,140,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
51020,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,2004-07-08 12:00:00.000000 UTC,,,Permit Number 47498,,,,,
48340,Permitted Site,Tree(s) ::,,161,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
97358,Permitted Site,Tree(s) ::,,8,Unaccepted Street : Yard,Tree,Private,,,,,,,,,,
48090,Permitted Site,Tree(s) ::,,200,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
48139,Permitted Site,Tree(s) ::,,249,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44841,Permitted Site,Tree(s) ::,,15,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48115,Permitted Site,Tree(s) ::,,281,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44925,Permitted Site,Tree(s) ::,,198,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
44857,Permitted Site,Tree(s) ::,,31,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45899,Permitted Site,Tree(s) ::,,19,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
46049,Permitted Site,Tree(s) ::,,177,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
45961,Permitted Site,Tree(s) ::,,162,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
63107,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1986-12-05 12:00:00.000000 UTC,,,Permit Number 23607,,,,,
46010,Permitted Site,Tree(s) ::,,196,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
36855,Permitted Site,Melaleuca linariifolia :: Flaxleaf Paperbark,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
36614,Permitted Site,Robinia x ambigua :: Locust,,3,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-20 12:00:00.000000 UTC,,,Permit Number 39461,,,,,
44964,Permitted Site,Tree(s) ::,,77,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
44940,Permitted Site,Tree(s) ::,,163,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48056,Permitted Site,Tree(s) ::,,226,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44634,Permitted Site,Tree(s) ::,,162,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
35199,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-02-10 12:00:00.000000 UTC,,,Permit Number 38712,,,,,
45947,Permitted Site,Tree(s) ::,,144,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48324,Permitted Site,Tree(s) ::,,176,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46723,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,,6,Sidewalk: Curb side : Cutout,Tree,Private,,2002-04-24 12:00:00.000000 UTC,,,Permit Number 44843,,,,,
45958,Permitted Site,Tree(s) ::,,165,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
34316,Permitted Site,Jacaranda mimosifolia :: Jacaranda,,26,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-14 12:00:00.000000 UTC,,,Permit Number 38095,6011565.6617548456,2101164.3321543303,37.750048765949913,-122.40281462336895,"(37.750048765949906, -122.40281462336897)"
45004,Permitted Site,Tree(s) ::,,116,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
44710,Permitted Site,Tree(s) ::,,94,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48095,Permitted Site,Tree(s) ::,,205,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
59337,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1980-11-13 12:00:00.000000 UTC,,,Permit Number 18684,,,,,
66485,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1991-01-31 12:00:00.000000 UTC,,,Permit Number 29643,,,,,
48346,Permitted Site,Tree(s) ::,,155,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
31848,Permitted Site,Prunus cerasifera :: Cherry Plum,,3,Sidewalk: Curb side : Cutout,Tree,Private,,1995-06-19 12:00:00.000000 UTC,,,Permit Number 35298,,,,,
46724,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,,5,Sidewalk: Curb side : Cutout,Tree,Private,,2002-04-24 12:00:00.000000 UTC,,,Permit Number 44843,,,,,
66329,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1990-12-05 12:00:00.000000 UTC,,,Permit Number 29448,,,,,
46003,Permitted Site,Tree(s) ::,,205,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44897,Permitted Site,Tree(s) ::,,131,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48320,Permitted Site,Tree(s) ::,,186,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44943,Permitted Site,Tree(s) ::,,176,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
44928,Permitted Site,Tree(s) ::,,42,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
65876,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1990-05-25 12:00:00.000000 UTC,,,Permit Number 28874,,,,,
35184,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,6,Sidewalk: Curb side : Cutout,Tree,Private,,1998-02-10 12:00:00.000000 UTC,,,Permit Number 38712,,,,,
45663,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,,,,Permit Number 44359,,,,,
36850,Permitted Site,Pittosporum undulatum :: Victorian Box,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
34309,Permitted Site,Jacaranda mimosifolia :: Jacaranda,,18,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-14 12:00:00.000000 UTC,,,Permit Number 38095,6011565.6617548456,2101164.3321543303,37.750048765949913,-122.40281462336895,"(37.750048765949906, -122.40281462336897)"
48218,Permitted Site,Tree(s) ::,,14,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
34905,Permitted Site,Magnolia grandiflora :: Southern Magnolia,,6,Sidewalk: Curb side : Cutout,Tree,Private,,1997-09-05 12:00:00.000000 UTC,,,Permit Number 38505,,,,,
43484,Permitted Site,Melaleuca linariifolia :: Flaxleaf Paperbark,,6,Sidewalk: Curb side : Cutout,Tree,Private,,2000-07-19 12:00:00.000000 UTC,,,Permit Number 43169,,,,,
45960,Permitted Site,Tree(s) ::,,163,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44977,Permitted Site,Tree(s) ::,,49,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
48255,Permitted Site,Tree(s) ::,,119,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
45931,Permitted Site,Tree(s) ::,,53,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48166,Permitted Site,Tree(s) ::,,59,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
44538,Permitted Site,Tree(s) ::,,31,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
45883,Permitted Site,Tree(s) ::,,5,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
36559,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,,8,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-19 12:00:00.000000 UTC,,,Permit Number 39428,,,,,
48474,Permitted Site,Tree(s) ::,,10,Sidewalk: Curb side : Cutout,Tree,Private,,,,,Permit Number 45832,,,,,
44569,Permitted Site,Tree(s) ::,,149,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48332,Permitted Site,Tree(s) ::,,142,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
36862,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,7,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
48294,Permitted Site,Tree(s) ::,,104,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
48235,Permitted Site,Tree(s) ::,,19,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46053,Permitted Site,Tree(s) ::,,185,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
34326,Permitted Site,Jacaranda mimosifolia :: Jacaranda,,2,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-14 12:00:00.000000 UTC,,,Permit Number 38095,6011565.6617548456,2101164.3321543303,37.750048765949913,-122.40281462336895,"(37.750048765949906, -122.40281462336897)"
64962,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1989-04-03 12:00:00.000000 UTC,,,Permit Number 25997,,,,,
44868,Permitted Site,Tree(s) ::,,27,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
46045,Permitted Site,Tree(s) ::,,172,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
97353,Permitted Site,Tree(s) ::,,3,Unaccepted Street : Yard,Tree,Private,,,,,,,,,,
33931,Permitted Site,Tree(s) ::,,6,Sidewalk: Curb side : Cutout,Tree,Private,,1997-03-25 12:00:00.000000 UTC,,,Permit Number 37893,,,,,
48310,Permitted Site,Tree(s) ::,,164,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
45006,Permitted Site,Tree(s) ::,,118,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45854,Permitted Site,Tree(s) ::,,71,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
48226,Permitted Site,Tree(s) ::,,8,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
64906,Permitted Site,Tree(s) ::,,1,Sidewalk: Curb side : Cutout,Tree,Private,,1989-03-20 12:00:00.000000 UTC,,,Permit Number 25933,,,,,
39901,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,,3,Sidewalk: Curb side : Cutout,Tree,Private,,2002-01-03 12:00:00.000000 UTC,,,Permit Number 41185,,,,,
34118,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,,2,Sidewalk: Curb side : Cutout,Tree,Private,,1997-07-05 12:00:00.000000 UTC,,,Permit Number 37979,,,,,
35275,Permitted Site,Tree(s) ::,,4,Sidewalk: Curb side : Cutout,Tree,Private,,1998-02-17 12:00:00.000000 UTC,,,Permit Number 38758,,,,,
44629,Permitted Site,Tree(s) ::,,169,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
36868,Permitted Site,Lophostemon confertus :: Brisbane Box,,2,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
36853,Permitted Site,Pittosporum undulatum :: Victorian Box,,7,Sidewalk: Curb side : Cutout,Tree,Private,,1998-05-26 12:00:00.000000 UTC,,,Permit Number 39538,,,,,
44993,Permitted Site,Tree(s) ::,,105,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-25 12:00:00.000000 UTC,,,Permit Number 43922,,,,,
45948,Permitted Site,Tree(s) ::,,145,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-06 12:00:00.000000 UTC,,,Permit Number 44451,,,,,
44615,Permitted Site,Tree(s) ::,,179,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
44703,Permitted Site,Tree(s) ::,,40,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
44653,Permitted Site,Tree(s) ::,,73,Sidewalk: Curb side : Cutout,Tree,Private,,2001-04-29 12:00:00.000000 UTC,,,Permit Number 43835,,,,,
48253,Permitted Site,Tree(s) ::,,117,Sidewalk: Curb side : Cutout,Tree,Private,,2002-07-17 12:00:00.000000 UTC,,,Permit Number 45761,,,,,
46192,Permitted Site,Magnolia grandiflora :: Southern Magnolia,,6,Sidewalk: Curb side : Cutout,Tree,Private,,2001-12-31 12:00:00.000000 UTC,,,Permit Number 44518,,,,,
